,Title,Topic,Date,File Link,download_loc
5852,Correspondence from the Chair to the Prime Minister relating to the NHS budget,,Published 3 November 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Letter-Prime-Minister-re-NHS-Budget.pdf,
5853,Correspondence from the Permanent Secretary to the Department of Health relating to the Department’s Annual Report and Accounts,,Published 31 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Perm-Sec-dh-re-department-Annual-Report-Accounts-251016.pdf,
5854,"Correspondence from the Director of Specialised Commissioning, NHS England, relating to the Committee's Twentieth Report of Session 2015–16, Cancer Drugs Fund",Inquiry Cancer Drugs Fund inquiry,Published 31 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Jonathan-Fielden-NHS-England-re-Cancer-Drugs-Fund-report-271016.pdf,
5855,"Correspondence from the Minister of State to the Department for Business, Energy and Industrial Strategy relating to the management of the Sellafield site",,Published 26 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Minister-beis-re-management-Sellafield-280916.pdf,
5856,Correspondence from the Minister for Security relating to the Criminal Finance Bill,,Published 26 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Minister-Securityre-Criminal-Finance-Bill-131016.pdf,
5857,"Correspondence from the Permanent Secretary to the Department for Education relating to the Committee's Fourth Report of Session 2016–17, Entitlement to free early years education and childcare",Inquiry Free Entitlement to Early Years Education inquiry,Published 26 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Permanent-Secretary-dfe-re-Entitlement-free-early-years-education-childcare-290916.pdf,
5858,"Correspondence from the Permanent Secretary to the Department for Transport relating to the Committee's Sixteenth Report of Session 2015–16, Sale of Eurostar",Inquiry The Sale of Eurostar inquiry,Published 26 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Permanent-Secretary-dft-re-Sale-Eurostar-300916.pdf,
5859,Correspondence from the Secretary of State for Foreign and Commonwealth Affairs relating to the Foreign and Commonwealth Office's gifting procedure,,Published 19 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-sos-Foreign-Commonwealth-Affairsre-Foreign-Commonwealth-Office-gifting-procedure.PDF,
5860,"Correspondence from the Permanent Secretary to the Cabinet Office and the Chief Executive of the Crown Commercial Service relating to the Committee’s Forty-second Report of Session 2015-16, Government spending with small and medium-sized enterprises",Inquiry Commissioning and Contracting with Smaller Providers inquiry,Published 18 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Crown-Commercial-Service-pac-re-government-spending-with-SMEs-121016.pdf,
5861,Correspondence from the Permanent Secretary to HM Revenue and Customs relating to organisational change at HMRC,,Published 18 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-Perm-Sec-HMRC-Chair-re-organisational-changes-HMRC-121016.pdf,
5862,Correspondence from the Chair to the Secretary of State for Communities and Local Government relating to the Troubled Families Programme,Inquiry Troubled Families inquiry,Published 12 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/Correspondence-chair-sos-Communities-Local-Government-re-Troubled-Families-Programme-051016.pdf,
5863,"Correspondence from the Minister for Defence Veterans, Reserves and Personnel relating to the Ministry of Defence's Estate Optimisation Strategy",Inquiry Disposal of public land for new homes inquiry: progress review inquiry,Published 10 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-mod-veterans-reserves-personnel-estate-optimisation.pdf,
5864,Correspondence from the Secretary of State for Justice relating to justice and courts reform,,Published 10 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/160913-correspondence-Secretary-State-Justice-re-Justice-courts-reform-consultation.pdf,
5865,"Correspondence from the Department of Health, NHS England and NHS Improvement relating to the Committee’s Thirtieth Report of Session 2015-16: Sustainability and financial performance of acute hospital trusts",Inquiry Sustainability and financial performance of acute hospital trusts inquiry,Published 10 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/161007-correspondence-DH-NHS-England-NHS-Improvement-financial-sustainability-acute-hospital-trusts.pdf,
5866,Correspondence from the Permanent Secretary to the Ministry of Defence relating to the CarillionAmey Improvement Plan,Inquiry Service Family Accommodation inquiry,Published 10 October 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/160923-correspondence-mod-CarillionAmey-Improvement-Plan.pdf,
5867,Correspondence from the Permanent Secretary to HM Revenue and Customs relating to HMRC's Building Our Future transformation,,Published 13 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-Perm-Sec-HMRC-Building-our-Future-transformation.pdf,
5868,Correspondence from the Government Chief Commercial Officer relating to the Cabinet Office's review of Atos's contracts with central Government,,Published 13 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-government-chief-commercial-officer-Cabinet-Office-review-Atos-contracts.pdf,
5869,"Correspondence from the Permanent Secretary to the Home Office relating to the Committee’s Twenty-third Report of 2015-16, Financial sustainability of fire and rescue services",Inquiry Financial sustainability of fire and rescue services inquiry,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-perm-sec-home-office-treasury-minute-fire-rescue-services.pdf,
5870,Correspondence from the Permanent Secretary to HM Revenue and Customs relating to HMRC’s Chief Digital and Information Officer,,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-perm-sec-HMRC-mark-dearnley.pdf,
5871,Correspondence from the Permanent Secretary to HM Revenue and Customs relating to customer service and Concentrix,,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-Perm-sec-HMRC-Concentrix-Quality-Service-Taxpayers.pdf,
5872,"Correspondence from the Permanent Secretary to the Department for Health relating to the Committee’s Twenty-fourth Report of 2015-16, Services to people with neurological conditions: progress review",Inquiry Services to people with neurological conditions: progress review inquiry,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-perm-sec-dfh-PAC-report-neurological-services.pdf,
5873,"Correspondence from the Permanent Secretary to the Department for Education relating to the Committee’s Third Report of 2016-17, Training new teachers",Inquiry Training New Teachers inquiry,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-perm-sec-dfE-Training-new-Teachers.pdf,
5874,"Correspondence from the Permanent Secretary to the Home Office relating to the Committee’s Twenty-seventh Report of 2015-16, e-Borders and successor programmes",Inquiry E-borders inquiry,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-permanent-secretary-home-office-e-Borders.pdf,
5875,"Correspondence from the Permanent Secretary to HM Treasury relating to the Committee’s Thirty-seventh Report of 2015-16, Financial management of the European Union Budget in 2014 and the Committee’s Thirty-ninth Report of 2015-16, Accountability to Parlia","Inquiries Memorandum on Financial Management in the EU inquiry, Accountability for Taxpayers' Money inquiry, and Memorandum on Financial Management in the EU inquiry",Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-permanent-secretary-hmt-PAC-reports-EU%20financial%20management.pdf,
5876,Correspondence from the Secretary of State for Health relating to the publication of the Department of Health’s Annual report and Accounts,,Published 8 September 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/correspondence-health-secretary-publication-DfH-accounts.pdf,
5877,Correspondence from the Chair to the Secretary of State for Health relating to the publication of the Department of Health's accounts,,Published 21 July 2016,https://www.parliament.uk/globalassets/documents/commons-committees/public-accounts/Correspondence/2015-20-Parliament/letter-pac-chair-to-health-secretary-re-department-of-health-accounts.pdf,
